"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03"
"Orange County","FL","Orlando-Kissimmee-Sanford","12","095",35,171884.5,169900,167950,165000,164900,157900,152500,155000,159000,154900,154900,149900,149900,144912,149900,149900,150000,154900,154000,153500,150000,150000,148990,144900,145000,145000,149900,152900,158000,162300,165330,165995,174945,179000,179000,187500,190000,199000,2e+05,215000,219849,224900,225000,220000,225000,232250,229000,225000,229000,235000,239990,235000,225000,219000,239000,240000,239900,239900,240000,239888,240000,239900,239000,236900,240000,247000,249000,265000,267000,265000,268000,269900,274994.5,269000,274900,280000,269900,269500,274900,269900,275000,272900,270000,274950,289900,292655,298000,3e+05,307995,308000,309000,309000,314997,309900,310000,310000,310000,314250,318900,320990,324250,322990,323500,320000,319500,315000,318680,315000,314000,317990,320000
"Fairfax County","VA","Washington-Arlington-Alexandria","51","059",36,449990,449900,449992.5,465500,474900,474888,459000,449000,425000,425000,425000,416487.5,419900,420000,434900,450000,469000,465888,464900,459000,449950,449900,439000,429000,439500,459000,475000,499000,499950,499900,499000,495000,499000,498950,499900,499000,5e+05,5e+05,525000,530000,547900,539000,525000,514900,508950,495000,496000,485000,499888,499000,515000,525000,535000,535000,529000,525000,524900,519900,515000,512000,509900,515000,525000,539900,539500,534900,499000,525000,524990,519900,515000,514450,524900,532900,549900,565000,565000,550000,549000,545000,544950,549900,557200,550000,559900,575000,589900,589000,589900,589000,579900,575000,570000,575450,579900,581000,589875,599825,605000,614900,610000,599950,590000,579000,579000,579950,579900,587112,595000,614945,619900
"Contra Costa County","CA","San Francisco-Oakland-Hayward","06","013",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489000,475000,465000,450000,446240,439950,463450,495000,5e+05,525000,525000,525000,499900,499000,499000,479000,459387.5,461950,484900,519000,547000,575000,570000,558888,545000,530000,529000,524900,5e+05,510000,539925,570000,589999,595000,599000,579000,560000,570000,570990,555000,549900,549000,569000,599000,6e+05,625000,607700,599888,589900,585000,580000,574900,550000,555000,590000,618000,629500,639950,639000,625000,609000,615000,605000,599000,584500,579900,595000,608000
"Salt Lake County","UT","Salt Lake City","49","035",38,244900,239900,238000,239000,239000,234900,229900,225000,221145,219900,219900,210000,205000,207500,208000,199900,2e+05,199900,202000,204900,205000,204900,204000,2e+05,199900,206800,209900,208050,215000,219000,219000,229900,229900,234900,235000,234900,227900,225000,229900,239900,247000,255000,261945,259990,259900,259900,264900,262000,259000,257990,259900,269000,274360,275000,275000,275000,275450,275000,274900,275000,279900,284051.5,289050,299900,307000,311990,314900,319000,315000,314970,310900,309900,311990,310000,324860,324900,335450,339900,339000,335000,328000,328140,329900,329900,329900,335900,343879,350000,350000,350000,349900,350000,350000,350000,349997,350000,359900,355974.5,365000,374400,374900,375000,379900,374900,374900,369999,370000,375000,375000,375000,379900
"Travis County","TX","Austin-Round Rock","48","453",39,236333.5,235000,235000,239867,249900,249900,247000,245900,240000,239900,239990,235000,229900,229900,239000,248000,249500,239900,239400,234900,229000,225000,225000,225000,224900,229990,249000,250000,255000,259900,258000,249900,249000,249500,251925.5,259000,260000,272247,275000,286595,299000,297252,297100,294500,295000,3e+05,309825,308800,318000,328990,339000,349900,350000,360000,349900,349100,349725,349900,349000,354900,350000,355000,364658,374990,375000,379000,368995,373990,369000,375000,369625,378990,375000,378990,380000,383000,380000,390000,389000,380000,384700,385000,385000,378154.5,375000,380450,389900,399000,399534,396990,395000,389900,385000,380995,375000,371990,365000,369000,378990,379900,384490,385000,383995,375000,373083.5,369990,365000,359999,354945,364900,370000
"Saint Louis County","MO","St. Louis","29","189",40,156125,159900,160000,159900,160000,159900,159900,159000,159000,156000,154900,148000,139900,139900,142000,145000,149900,149900,149900,149900,146000,145000,144900,137500,144900,139900,142500,149900,152900,150000,149900,149000,147009.5,145000,147400,140000,139875,145900,150000,159900,160000,164900,158900,153500,150000,149900,143900,139900,138000,145000,149900,159250,165900,165000,164900,159900,159900,155500,150000,147000,145000,150000,164900,169900,174900,179900,179775,172900,172900,170000,169900,159900,159900,159900,175900,198900,208400,199900,199900,194900,189000,184900,182900,174900,169900,176900,185000,204900,219900,224900,224500,214900,213050,209900,199900,197500,197650,199900,210000,222900,225000,225000,225000,218000,215000,215000,214900,2e+05,199900,215000,225000
"Pima County","AZ","Tucson","04","019",41,206000,2e+05,199900,198500,194500,192900,189000,185000,185000,179900,179000,179000,174900,172900,169900,164500,159990,159900,159000,159000,154900,157500,159000,158000,159000,159500,159500,160000,162500,164900,166990,168500,167000,169900,170000,175000,174900,174900,175000,179000,180000,184900,189000,189500,189900,189900,189900,189900,190000,192900,194900,195476,199000,199000,198000,198000,199000,199000,199000,199000,199000,199900,2e+05,199250,2e+05,199990,199000,199000,199500,199900,199000,196789,199000,199000,199900,2e+05,207462.5,209000,207900,205000,209000,210000,215000,214900,215000,219500,220000,222496.5,225000,225000,225000,229000,229000,229900,232000,230000,232990,235000,232990,237000,237500,235000,239000,235000,235000,239800,240000,239900,242000,239900,247000
"Montgomery County","MD","Washington-Arlington-Alexandria","24","031",42,366495,370000,379606,389900,395000,389000,380000,369900,349900,354900,350100,340000,339000,339900,350000,374500,384442,380000,379994.5,379990,379000,377500,374900,359900,369000,379900,399900,415000,437990,430000,424900,419000,419000,425000,419900,399900,399900,409990,424900,439999,449000,449900,439000,429000,435900,429000,419900,419000,409000,415000,430000,449000,458950,450000,449000,434900,439000,435000,425000,419900,415000,415000,425000,429000,435000,444950,420000,429900,434995,429900,429900,429000,425000,425000,439990,474650,474900,475000,464994.5,464999.5,465000,469000,475000,469900,472500,481390,499900,519900,515000,509500,509000,499900,499900,499900,499988.5,499000,499900,5e+05,519945,529900,529500,525000,5e+05,499000,499499.5,495000,495000,475000,474999.5,495000,499999
"Honolulu County","HI","Urban Honolulu","15","003",43,490000,486000,475000,475000,485000,485000,488000,535000,475450,464900,465000,460000,454000,432000,445000,449000,450000,449578.5,450000,459300,455000,450000,435000,435000,435000,432800,444900,449000,449900,449000,450000,456304.5,450000,454000,450000,453630,459000,475000,463250,472762,475000,459000,495000,499000,499000,495000,5e+05,509500,499000,507000,5e+05,502000,510000,504400,510000,524950,522450,510000,525000,530000,546596,550000,549000,539900,550000,565000,569000,579200,578000,585000,587500,590000,590000,535000,590000,599000,599000,625000,627475,625000,630000,625000,630000,637750,635000,625000,625000,640000,645000,648500,632000,630000,635000,630000,629000,639000,630000,625000,615000,620000,630750,641250,638000,645000,640000,635000,642000,649000,645500,639500,649000
"Westchester County","NY","New York-Newark-Jersey City","36","119",44,5e+05,509000,525000,529000,549000,549000,525000,529222,499000,499000,489999,457000,450000,449500,497000,475000,475000,474949.5,455000,439999.5,439000,425000,415000,399000,395000,399000,425000,444999,460000,449000,449222,429000,430000,430000,439000,419000,425000,448900,460000,479000,495000,498500,469000,429500,425000,449000,429000,405000,399500,409950,450000,495000,505000,499211,499999,490000,479050,479000,460520,449000,449000,469000,488000,539000,539000,539000,529000,5e+05,499638.5,509010.5,499000,485000,477950,499000,539000,559000,570000,575000,550000,535000,535000,525000,519000,499000,499000,549000,570117,599000,619900,624250,599990,579949.5,595000,595250,595000,579999.5,585000,624000,639000,649111,669000,649999,639000,625000,630500,629900,625000,609000,6e+05,639900,659949.5
"Milwaukee County","WI","Milwaukee-Waukesha-West Allis","55","079",45,149900,150000,154900,154900,154900,150000,149900,149900,149000,149000,146850,139900,137900,139500,134900,134900,138000,136900,136900,137900,139900,134900,131500,129000,126900,124945,124900,126199.5,129750,127900,124900,124000,122000,120000,121400,119000,119900,124900,125000,130000,134900,137900,138725,135000,134900,134900,133000,129900,125000,124999,129900,135000,139900,139900,139900,139900,139450,134900,129900,129900,129500,129900,135000,139900,149500,145000,145000,141900,139900,139900,139900,138250,135900,140000,145900,149900,149900,155000,156450,155900,154900,149900,149500,144900,139900,144950,149900,149900,154900,155000,154900,149900,149900,149900,147900,144900,144900,149000,149995,159900,164900,167400,164900,164900,163500,163900,159900,154900,154900,159900,166000
"Fresno County","CA","Fresno","06","019",46,210000,207000,199900,198800,194900,195000,184900,181465,183000,179000,179000,174900,174900,159900,164995,159900,160000,162900,159900,164925,161999.5,159900,159900,159000,158950,153550,153500,150000,159950,165000,170000,175000,175000,179000,175000,175000,179900,185000,195000,204999.5,218000,227250,234900,234625,239925,239000,239000,230990,234000,239900,242450,244900,245450,249950,250000,254700,250000,245000,249000,249000,248975,249900,249974.5,255000,264925,267999,269000,269000,262500,259000,256500,258700,252950,255000,259000,259000,264900,266700,274950,269900,269900,269000,262495,265000,259000,260000,264950,275000,284900,285000,289974,285000,288000,291990,290000,292000,289900,277500,284900,299000,298900,299000,299900,299900,299000,299000,299000,298000,295950,289000,290000
"Shelby County","TN","Memphis","47","157",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144500,140000,142900,133990,139900,147900,144200,149900,149900,149900,145000,138400,134900,130000,130000,129900,129900,139900,149900,158000,159900,147900,139900,139900,138950,132000,132900,129900,134500,145900,154900,159900,165500,160000,157500,159500,149900,145000,135600,135250,139900,153000,160000,165000,169900,169000,167900,167000,167250,153299.5,144850,147283,159900,170000,179900,184900,184900,179900,180000,175000,170000,160000,159900,159900,169985
"Fulton County","GA","Atlanta-Sandy Springs-Roswell","13","121",48,219900,219900,220949.5,225000,224900,219900,219900,225000,209000,199900,199900,194900,184900,189000,184900,187900,189900,189500,188000,184990,188377,179900,175000,169900,169900,177600,184900,190000,2e+05,209995,2e+05,199900,205990,209900,213990,210000,215000,225000,225000,237900,240000,247900,249000,240000,239900,239000,228260,220000,219900,225000,245000,259900,265000,270650,274650,269500,252083,249000,247500,247900,245000,249900,250000,260000,269000,275160,265000,269990,270000,275000,269900,265000,269000,275000,289852,309900,320000,310000,312500,309900,306045,315000,315000,303900,299900,319000,345000,364900,368500,373404,356630,349500,357122,364700,359998.5,360000,364500,369000,379000,395000,4e+05,4e+05,380000,369900,372635,370000,369450,365000,359000,354930,365000
"Mecklenburg County","NC","Charlotte-Concord-Gastonia","37","119",49,190000,194900,192000,194400,190000,190000,189900,189900,186000,185000,184900,179000,175000,175000,175000,179900,179900,179900,179500,179000,175000,175900,175000,174800,174900,178900,183925,184900,184900,184900,179900,185000,182500,184985,183400,185000,188995,199580,206900,212000,214900,214900,210000,210000,209900,209000,205000,202100,199000,203400,216056.5,222131,224900,224900,222990,219900,219900,219990,220000,220000,225000,230000,233999,244900,250000,250000,253945,250000,249500,254900,255000,250000,264900,275000,279900,287000,289900,289900,289900,283000,284900,287390,286387.5,289994.5,289380,285000,294978,3e+05,304500,305000,299000,295002.5,299900,3e+05,3e+05,305000,310000,319000,319992.5,316244.5,314900,314900,309994.5,305000,309000,307500,305000,304900,304900,313995,314990
"Erie County","NY","Buffalo-Cheektowaga-Niagara Falls","36","029",50,139900,142500,149000,145000,149900,149900,147500,147000,144900,139990,139999,139900,139900,144900,144900,144900,148900,149900,149900,149055.5,146000,145900,145000,145000,145000,149900,149900,149900,149900,149850,145000,147950,148450,142950,144900,144500,139999,143900,140000,149900,149524.5,149900,147555,144900,145744.5,140000,139850,137100,135000,139900,140000,144900,149171.5,154900,154900,149900,149900,149900,149900,149900,149900,149900,149900,150000,158000,159900,159900,157500,159900,155000,154900,151750,149999,149900,150000,157500,164500,165000,159900,157000,156950,150000,151000,152900,154000,154900,159900,164900,165000,169900,169900,169900,169900,169900,159999,159900,159900,159900,164900,169900,169900,175000,179900,174900,170000,169900,169900,167700,169000,169900,175000
"DuPage County","IL","Chicago-Naperville-Elgin","17","043",51,279900,279900,279900,275000,279000,279000,274900,274500,262900,259900,255000,249000,239900,236910,239900,239999.5,246200,249500,246500,239900,239500,234900,228000,219900,219900,225000,229900,232300,235995,239900,234900,229900,229000,229000,229900,223700,224900,234900,240000,250500,265000,269900,269900,268900,269900,269900,274900,269000,269900,279900,289000,289900,299000,299900,299000,297580,294900,294500,290000,289000,290750,299000,299900,299500,299999,304250,3e+05,3e+05,299999,304000,3e+05,299900,299900,315000,320000,325000,329000,330000,329900,329900,329900,329900,334000,335000,335000,339900,339900,345900,345000,344900,339990,339000,339000,339000,339500,339990,342500,349900,349900,349900,350000,350000,349900,348000,345000,339900,339900,339500,339900,349000,349900
"Fairfield County","CT","Bridgeport-Stamford-Norwalk","09","001",52,514731,519000,505900,510000,524900,519000,518450,499900,494786,489900,489000,465000,474900,469000,465450,479000,479900,485000,475000,459000,450000,449999,449500,448900,439900,449800,459000,469999.5,484900,479900,460000,449000,469900,469900,470000,469500,465000,495000,499000,499000,5e+05,5e+05,499900,489900,499000,499000,489949.5,479900,479000,499000,525000,539000,529900,524900,509900,499250,499000,499000,484900,475000,475000,499000,520000,519000,525000,525000,519000,509000,515000,509900,499900,499000,499900,529900,539900,550000,559900,579000,575000,552450,560000,558000,554995,529900,529000,569000,578000,579947.5,575000,574950,564997.5,529900,570000,575000,575000,565500,579000,599000,599999.5,629000,614900,599900,599000,585000,595000,595000,599000,594950,598000,599000,599000
"Pinellas County","FL","Tampa-St. Petersburg-Clearwater","12","103",53,180000,179900,179000,175000,175000,170000,169900,169000,164900,159900,159900,154900,149900,149900,150000,149999,149900,149900,149900,149900,150000,149900,148900,144200,140000,144000,145000,142500,145000,149000,145000,145950,147700,145000,149900,149900,150000,154900,159900,159900,160000,161950,162500,164400,165870,168000,169000,168000,169500,174700,178900,179900,177900,179000,185000,189000,189900,189000,185900,183250,189900,195000,194900,190000,197900,199000,199900,214625,215000,214900,219000,220000,223500,224900,229900,234900,235900,239000,239900,239000,240000,244950,249900,249500,255000,259900,264900,274318,279000,279900,279000,274900,279000,275000,279450,279900,279500,279900,279900,284000,285000,285000,285000,279900,279900,279900,279900,279999.5,279500,279900,284374
"Bergen County","NJ","New York-Newark-Jersey City","34","003",54,499000,499250,509900,509450,513950,518000,510000,499900,498900,489900,489900,471250,459000,449000,465000,469000,469000,462900,459000,450000,449900,439000,429000,439000,439900,449000,449000,450000,456300,450000,449999.5,429900,440000,439000,429900,425000,435694,449000,449000,459900,475000,479900,475444,459000,459000,449999,449925,445000,435000,449000,450000,459000,474900,469000,469000,469000,469000,459999,460000,450000,449000,455000,469900,479900,489000,489900,489900,489000,487500,495000,489999,489000,479900,480000,498000,5e+05,519900,523000,525000,519000,510000,515000,515000,499999,499999,515000,529000,539990,549900,549000,550000,549900,550000,550000,564800,565000,549000,550000,555250,565000,569999,569900,564900,553762,550000,549900,549900,549000,539000,535000,549000
